"user_name","user_description","user_link","location","investments","followers","date"
"CreateOne","A People Development Company","https://angel.co/createone","Melbourne","Jul ’12",4,2012-07-01
"The Shop for Change","A marketplace allowing disadvantaged sellers to sell directly to consumers.","https://angel.co/the-shop-for-change","Melbourne","Jul ’12",11,2012-07-01
"MyMic","MyMic is a Mobile App & Audience Response System.","https://angel.co/mymic-1","Melbourne","May ’16",1,2016-05-01
"Pentagon","Near-Real Time Competitive Price Intelligence","https://angel.co/pentagon","Melbourne","May ’13",4,2013-05-01
"Road Angels","Uber for Roadside Assistance","https://angel.co/road-angels","Melbourne","Feb ’14",9,2014-02-01
"vTextbook","Online questions, lectures and solutions","https://angel.co/vtextbook","Melbourne","Apr ’14",2,2014-04-01
"Tripp Technology","Industrial Robotics and custom industrial design","https://angel.co/tripp-technology","Melbourne","Jun ’14",2,2014-06-01
"Loop Platform","Loop creates more moments for feedback","https://angel.co/loop-platform","Melbourne","Apr ’16",2,2016-04-01
"GiveShop","Turning things into dollars for change","https://angel.co/giveshop-1","Melbourne","Apr ’14",4,2014-04-01
"Boomeringo","Money management made easy","https://angel.co/boomeringo","Melbourne","Jul ’14",8,2014-07-01
"Whatdoc","Mobile injury assessment and guidance","https://angel.co/whatdoc","Melbourne","May ’15",3,2015-05-01
"Less Work More Life","","https://angel.co/less-work-more-life","Melbourne","Mar ’12",5,2012-03-01
"Be Your Own","Sustainable Health for all Communities","https://angel.co/be-your-own-pty-ltd","Melbourne","May ’15",1,2015-05-01
"Periop Partners","Better access to personalised healthcare","https://angel.co/periop-partners-1","Melbourne","May ’16",3,2016-05-01
"Test","10","https://angel.co/test-154","Melbourne","Jul ’13",1,2013-07-01
"My Green World","Wildlife and environmental conservation, education and innovation.","https://angel.co/my-green-world-1","Melbourne","Apr ’14",17,2014-04-01
"InfinityList","Leading Cinematic Video","https://angel.co/infinitylist-1","Melbourne","Apr ’13",6,2013-04-01
"Future Grid","Turning real-time data into action","https://angel.co/future-grid","Melbourne","Mar ’15",6,2015-03-01
"BrainPoll","Mobile Polling. Digital Democracy.","https://angel.co/brainpoll","Melbourne","Apr ’14",4,2014-04-01
"TBC","App to facilitate social engagement with customers via selfies","https://angel.co/tbc-7","Melbourne","Sep ’15",1,2015-09-01
"Schedugram","Instagram interface for brands","https://angel.co/schedugram","Melbourne","Jan ’14",5,2014-01-01
"Taidan Social","Social media management that grows with brands","https://angel.co/taidan-social","Melbourne","May ’14",4,2014-05-01
"JANSTON PtyLtd.,(Australia)","SOUNDSEZEE*TM ""makes music easy"" with ""Scientific interactive Music Palette Apps""","https://angel.co/janston-ptyltd-australia","Melbourne","Mar ’12",5,2012-03-01
"Shoten","Search engine with personalized deep linguistic capabilities","https://angel.co/shoten","Melbourne","Jul ’16",2,2016-07-01
"WikiBackPacker","Find campsites, hostels & other amenities for travelling near you or anywhere in the world","https://angel.co/wikibackpacker","Melbourne","May ’16",2,2016-05-01
"homely.com.au","Australia's most beautiful real estate portal","https://angel.co/homely-com-au","Melbourne","Sep ’15",7,2015-09-01
"Eventca","Cloud-based Event Calendar CMS","https://angel.co/eventca","Melbourne","Sep ’13",4,2013-09-01
"VURL","Communicate through videos","https://angel.co/vurl-1","Melbourne","Mar ’13",7,2013-03-01
"Agersens","Virtual Fence for Livestock","https://angel.co/agersens","Melbourne","Feb ’15",2,2015-02-01
"SpectaclesX","The perfect pair, in-store or online","https://angel.co/spectaclesx","Melbourne","Apr ’14",5,2014-04-01
"Jobbop","","https://angel.co/jobbop","Melbourne","Apr ’14",5,2014-04-01
"Tripalocal","Airbnb for real local experiences - Connecting travellers with locals","https://angel.co/tripalocal","Melbourne","May ’14",10,2014-05-01
"Cubescape","","https://angel.co/cubescape","Melbourne","Apr ’15",1,2015-04-01
"Appbot","Take the pain out of managing app store reviews","https://angel.co/appbot","Perth","Jan ’13",72,2013-01-01
"TheBroth","Social Casino Games","https://angel.co/thebroth","Perth","Dec ’14",99,2014-12-01
"Release Energy","aiming to help release over 40% of world's natural gas reserves - cleaner and free of CO2","https://angel.co/release-energy-1","Perth","Jan ’14",22,2014-01-01
"The CloudMiner","financial analysis for the resource sector","https://angel.co/the-cloudminer-1","Perth","Dec ’13",22,2013-12-01
"Touchgram","Connecting parents with young children","https://angel.co/touchgram","Perth","Jun ’15",7,2015-06-01
"Boundlss","Helping people, corporates and insurers improve their health and wellness.","https://angel.co/boundlss","Perth","Apr ’13",44,2013-04-01
"GeoMoby","Always-on Indoor/Outdoor Geolocation As A Service","https://angel.co/geomoby","Perth","Apr ’13",37,2013-04-01
"Cycle My City","Local Cycling Networks, Globally","https://angel.co/cycle-my-city","Perth","Jun ’13",28,2013-06-01
"AEGLE Life","Personalised, data-driven health, prevention and wellness","https://angel.co/aegle-life","Perth","Nov ’13",30,2013-11-01
"Exchange database Recovery","informative and all-in-one solution to recover corrupt Exchange EDB file into PST file","https://angel.co/exchange-database-recovery-1","Perth","Feb ’15",5,2015-02-01
"eTool","Optimising sustainable design for the built environment.","https://angel.co/etool","Perth","Apr ’12",33,2012-04-01
"APE Mobile","Paperless site app for civil and construction contractors","https://angel.co/ape-mobile","Perth","Aug ’14",18,2014-08-01
"justgraph.it","Social charts and data","https://angel.co/justgraph-it","Perth","Mar ’12",13,2012-03-01
"Sourcetoad","Web and hybrid application development services","https://angel.co/sourcetoad","Tampa","May ’15",14,2015-05-01
"Triplify","The traveller's what's on guide.","https://angel.co/triplify","Perth","Jun ’13",16,2013-06-01
"Via Caroli","Digital & Social Media Marketing Agency","https://angel.co/via-caroli","Perth","Nov ’15",2,2015-11-01
"Drenalina","Managed cloud hosting optimized for high traffic publishers","https://angel.co/drenalina","Perth","Sep ’15",2,2015-09-01
"Offpeak Games","Multiplayer Virtual Reality Gaming","https://angel.co/offpeak-games","Perth","Jun ’15",9,2015-06-01
"GroupMap","A group response system that helps get more meaning out of your meetings.","https://angel.co/groupmap","Perth","Sep ’12",13,2012-09-01
"oneVR","Making Augmented and Virtual Reality a reality today","https://angel.co/onevr","Perth","Sep ’15",2,2015-09-01
"Australian GeoTomography","Providing low cost high resolution 3D Images of structures surrounding drillholes","https://angel.co/australian-geotomography","Perth","Sep ’13",12,2013-09-01
"Atomic Sky","Perth's Tech Accelerator","https://angel.co/atomic-sky","Perth","Dec ’14",17,2014-12-01
"VSBL Pty","Making Businesses Better Online","https://angel.co/vsbl-pty","Perth","Feb ’15",6,2015-02-01
"Today We Learned","Improving conversations -> relationships -> learning -> education","https://angel.co/todaywelearned","Melbourne","Sep ’15",5,2015-09-01
"Energise Accelerator by KPMG","No Cost ENR Startup Accelerator","https://angel.co/energise-accelerator-by-kpmg","Perth","Apr ’15",7,2015-04-01
"Beauty and Beast Supplements","International Master Franchise","https://angel.co/beauty-and-beast-supplements","Perth","Aug ’15",2,2015-08-01
"fiink","The Internet Collective Consciousness","https://angel.co/fiink","Perth","Jan ’12",14,2012-01-01
"veri.vote","Strengthening democracy with blockchain technology","https://angel.co/veri-vote","Perth","Jul ’16",6,2016-07-01
"Phoenix Music Industries","Music and Entertainment Services","https://angel.co/phoenix-music-industries","Perth","Nov ’15",1,2015-11-01
"Binkd","Venue Management System","https://angel.co/binkd","Perth","Sep ’11",22,2011-09-01
"Jungle Juniors","On demand child care services","https://angel.co/junglejuniors","Perth","Sep ’15",1,2015-09-01
"DataReSource","Next Gen Oil and Gas Data Market","https://angel.co/dataresource","Perth","Nov ’14",4,2014-11-01
"Advanced Oilfield Applications","Making Oil & Gas Operational Data Actionable","https://angel.co/advanced-oilfield-applications","Perth","Oct ’12",19,2012-10-01
"Snaptch","Digital Portfolio","https://angel.co/snaptch","Perth","Apr ’15",5,2015-04-01
"亦友 storytime","Single marketplace for online English tutors in China.","https://angel.co/yiyou-storytime","Perth","Dec ’15",2,2015-12-01
"Opulenza","Airis Analytical Software","https://angel.co/opulenza","Perth","Jan ’16",3,2016-01-01
"Cruxcee","","https://angel.co/cruxcee","Perth","Jan ’15",2,2015-01-01
"Tết a Tết Coffee & Kitchen","For coffee lovers who crave amazing food experiences","https://angel.co/tet-a-tet-coffee","Perth","Mar ’16",3,2016-03-01
"Projoca","World-wide RE Marketplace","https://angel.co/projoca","Perth","Apr ’16",4,2016-04-01
"CitySwagga","Location based rewards for nightlife","https://angel.co/cityswagga","Perth","May ’13",16,2013-05-01
"Appdroid Technologies","Communication Logistics","https://angel.co/appdroid-technologies","Perth","Nov ’15",2,2015-11-01
"Uranium Mobile","Powerful mobile phones that are affordable, yet elegant and beautiful","https://angel.co/uranium-mobile","Perth","Aug ’15",2,2015-08-01
"Mindfuse","A Market Place for University & Industry Partnering","https://angel.co/mindfuse-1","Perth","Dec ’14",5,2014-12-01
"Generic Vending","Cash to btc vending machines Australia.","https://angel.co/generic-vending","Perth","Jun ’13",4,2013-06-01
"PlayAR","Using Augmented Reality to change the way people watch live sport","https://angel.co/playar","Perth","Sep ’15",8,2015-09-01
"Collectstor","Showcasing and marketplace for collectors","https://angel.co/collectstor-1","Perth","May ’14",6,2014-05-01
"Lytmos Group","","https://angel.co/lytmos-group","Perth","Aug ’15",1,2015-08-01
"Perth Timber Recycling","","https://angel.co/perth-timber-recycling","Perth","Jul ’16",1,2016-07-01
"Myhealthclubs","Online Services - Appointment Marketing","https://angel.co/myhealthclubs","Perth","Apr ’16",1,2016-04-01
"WhereItsAt","Ephemeral photo check-in app.","https://angel.co/whereitsat","Perth","Mar ’15",6,2015-03-01
"HITCH A RIDE PTY","Social Ridesharing!","https://angel.co/hitch-a-ride-pty","Perth","Sep ’14",11,2014-09-01
"Meterly","PayPass for Parking","https://angel.co/meterly","Perth","Dec ’13",11,2013-12-01
"Appcircl","Connecting Apps Developers and Enthusiasts","https://angel.co/appcircl","Perth","May ’14",8,2014-05-01
"Paytradie","Mobile invoicing and payments","https://angel.co/paytradie","Perth","Sep ’15",2,2015-09-01
"Stikka.me","Sticker chat app with artist marketplace","https://angel.co/stikka-me","Perth","Oct ’13",4,2013-10-01
"Urban Locavore","Best of the farmers markets, online","https://angel.co/urban-locavore","Perth","Jun ’13",9,2013-06-01
"Newton Labs","IoT in Mining","https://angel.co/newtonlabs","Perth","Jan ’15",10,2015-01-01
"Nano Solutions","for your everyday problems","https://angel.co/nano-solutions","Perth","May ’15",7,2015-05-01
"Lubridge Solutions International","Connecting International Investors to Australian Agribusiness","https://angel.co/lubridge-solutions-international","Perth","Aug ’15",3,2015-08-01
"Buzzy","eBay for odd jobs and errands.","https://angel.co/buzzy","Perth","Feb ’15",7,2015-02-01
"Fact4Foto","Photo sharing meets mobile gaming","https://angel.co/fact4foto","Perth","May ’15",5,2015-05-01
"Swell Service","Home Service delivery made easy","https://angel.co/swell-service","Perth","Nov ’15",4,2015-11-01
"CostEng Pty","Cost Engineering Software Tools and Information/Data Services","https://angel.co/costeng-pty-ltd","Perth","Mar ’15",5,2015-03-01
"Trade 4 Trade","Swap a Service for a Service","https://angel.co/trade-4-trade","Perth","Sep ’15",4,2015-09-01
"iSOL8","Electronic Industrial Isolation System","https://angel.co/isol8","Perth","Sep ’15",5,2015-09-01
"Orowa","Private YouTube for businesses, schools, teams and groups","https://angel.co/orowa","Perth","Oct ’14",4,2014-10-01
"Vntry","Local Entertainment Discovery Guide & Exclusive Ticketing Service","https://angel.co/vntry","Perth","Jul ’16",3,2016-07-01
"Bodrell Group","The Everything Solution","https://angel.co/bodrell-group","Perth","Feb ’15",4,2015-02-01
"Global Empowers","Water Purification Tablet.","https://angel.co/global-empowers","Perth","Apr ’16",3,2016-04-01
"Rock-n-Joel Productions","Social Networking Music","https://angel.co/rock-n-joel-productions","Perth","Aug ’13",6,2013-08-01
"Logicus Training Solutions","Training and Business Growth Specialist","https://angel.co/logicus-training-solutions","Perth","Aug ’15",2,2015-08-01
"Verde Technologies","Cold Fusion for Miners","https://angel.co/verde-technologies-2","Perth","Jul ’15",1,2015-07-01
"MiningSpares","MiningSpares is an innovative eCommerce solution for mining surplus spares parts.","https://angel.co/miningspares","Perth","May ’15",4,2015-05-01
"Fuchsia s.r.o.","","https://angel.co/fuchsiaooo","Brno","Jul ’16",1,2016-07-01
"Arcadian 3D","Innovative 3D Printing Technology","https://angel.co/arcadian-3d","Perth","Jan ’16",4,2016-01-01
"Eat Cheap","Location based discount restaurant database","https://angel.co/eat-cheap","Perth","Nov ’13",4,2013-11-01
"Sun Heels","Online store aiming to be a Zappos for Brazilian shoes in Australia","https://angel.co/sun-heels","Perth","Jan ’15",4,2015-01-01
"Geolify","Geo Targeting For Websites Made Easy","https://angel.co/geolify","Perth","Dec ’14",7,2014-12-01
"Sporting Chance Pty","Market platform for gambling information","https://angel.co/sporting-chance-pty","Perth","Aug ’14",8,2014-08-01
"IM DIGITAL AUSTRALIA","High Growth and Lucrative Online Advertising Business For Sale","https://angel.co/im-digital-australia","Perth","Sep ’12",6,2012-09-01
"SolePardnarz","","https://angel.co/solepardnarz","Perth","Apr ’16",1,2016-04-01
"Posit","We think space.","https://angel.co/posit-1","Perth","May ’16",2,2016-05-01
"Deal Slammer","Daily deals in Australia","https://angel.co/deal-slammer","Perth","Jul ’15",1,2015-07-01
"Body Fashion","High Fashion Temporary Tattoos","https://angel.co/body-fashion","Perth","Jul ’15",1,2015-07-01
"Hiresquare","Australia's product rental marketplace","https://angel.co/hiresquare-1","Perth","Dec ’15",2,2015-12-01
"Hiresquare","Australia's product rental marketplace","https://angel.co/hiresquare-2","Perth","Dec ’15",1,2015-12-01
"Auspay","An online payment platform; providing fast, reliable, secure payment services","https://angel.co/auspay","Perth","Nov ’15",4,2015-11-01
"Eight Spots","iTunes Genius for restaurants, cafes and bars in the world's best cities","https://angel.co/eight-spots","Perth","Apr ’12",8,2012-04-01
"Immersia VR","Enterprise virtual reality applications","https://angel.co/immersia-vr","Perth","Dec ’15",6,2015-12-01
"Handi Shark","Handi Shark is a next generation ecommerce platform","https://angel.co/handi-shark","Perth","Nov ’13",3,2013-11-01
"DishyLooks","Online Try Room","https://angel.co/dishylooks","Perth","Jul ’14",4,2014-07-01
"Deb-tone Enterprises Pty","Flat Attack - Portable Device Charger","https://angel.co/deb-tone-enterprises-pty","Perth","Jul ’14",4,2014-07-01
"Fleetsu","The simplest way to manage and track your fleet","https://angel.co/bugdriver","Perth","Oct ’14",5,2014-10-01
"SAVING HUMANITY","Impacting lives by connecting people","https://angel.co/saving-humanity","Perth","Aug ’14",10,2014-08-01
"cee40","Data Management Solutions","https://angel.co/cee40","Perth","May ’15",1,2015-05-01
"Divas Brow","Feel happy and make yourself beautiful with our services.","https://angel.co/divas-brow","Sydney","Oct ’15",2,2015-10-01
"World Skies Holidays","THE ONLY WAY TO UNLOCK THE BEST HOTEL DEALS","https://angel.co/world-skies-holidays","Perth","Jan ’15",10,2015-01-01
"SD App Development","Clever App Solution","https://angel.co/sd-app-development","Perth","Sep ’15",1,2015-09-01
"The Mining Hub","A love child of Google,linkedin,Seek","https://angel.co/the-mining-hub","Perth","Sep ’15",1,2015-09-01
"Impress Office Furniture","We are offer a huge range of quality products at low prices.","https://angel.co/impress-office-furniture","Perth","Oct ’15",1,2015-10-01
"CruizeCo","Facebook and Waze for motoring enthusiasts","https://angel.co/cruizeco-1","Perth","Jan ’16",2,2016-01-01
"ClothesLine","Mobile app, Social network, 2-market, buy/sell/rent & trade clothing","https://angel.co/clothesline","Perth","Jun ’15",1,2015-06-01
"The Corporate Climber","Game changing HR","https://angel.co/the-corporate-climber","Perth","Nov ’14",7,2014-11-01
"Wennie Travel","Uber for travel manager","https://angel.co/wennie-travel","Perth","Jun ’16",1,2016-06-01
"Incubate IP","I work with Innovators to commercialise their Intellectual Property","https://angel.co/incubate-ip","Perth","Jun ’16",2,2016-06-01
"Sea corporation pty (seacorp)","Highly-trained and experienced, the Seacorp team of ship brokers","https://angel.co/sea-corporation-pty-seacorp","Perth","May ’16",1,2016-05-01
"Pack Queen-perth","We value each and everyone one of our customers.","https://angel.co/pack-queen-perth","Perth","Apr ’16",1,2016-04-01
"Black&Blue","'A Beneficial Community' 'In Portal' and direct Benefitin'","https://angel.co/black-blue","Perth","Mar ’16",1,2016-03-01
"davidLee hairdressing","Join a dynamic team of stylists and technicians","https://angel.co/davidlee-hairdressing","Perth","Feb ’16",1,2016-02-01
"Austin Computers","Austin Computers Osborne Park","https://angel.co/austin-computers-1","Perth","Feb ’16",2,2016-02-01
"Tazzanna","Asias luxury online cosmetics store","https://angel.co/tazzanna","Perth","Jun ’16",1,2016-06-01
"SEO Agency Perth","SEO Agency Perth","https://angel.co/seo-agency-perth-1","Perth","Jan ’16",1,2016-01-01
"Perth SEO","Social Media Perth","https://angel.co/perth-seo-1","Perth","Jan ’16",1,2016-01-01
"Bull18 Cleaners Perth","The Cleaning Master- Bull18 Cleaners","https://angel.co/bull18-cleaners-perth","Perth","Jan ’16",1,2016-01-01
"Hiresquare","Australia's product rental marketplace","https://angel.co/hiresquare","Perth","Dec ’15",1,2015-12-01
"Compare Settlement Agents Perth","Importance of The Settlement Agent in The Entire Process","https://angel.co/compare-settlement-agents-perth","Perth","Nov ’15",1,2015-11-01
"Bravo Pumps Australia","Bravo Pumps, leading company in Australia","https://angel.co/bravo-pumps-australia","Perth","Oct ’15",1,2015-10-01
"Superwall Systems","Building Materials Supplier","https://angel.co/superwall-systems","Perth","Oct ’15",1,2015-10-01
"Discover SEO Perth","SEO, Online Marketing Services","https://angel.co/discover-seo-perth-1","Perth","Sep ’15",1,2015-09-01
"The Paraglider","Online Paragliding magazine","https://angel.co/the-paraglider","Devon","Sep ’15",1,2015-09-01
"Peter johnstones enterprise","Vase moneybox","https://angel.co/peter-johnstones-kickstarter","Perth","Sep ’15",1,2015-09-01
"MLS","The Quickest Easiest & Most Convenient Way To Save","https://angel.co/mls","Perth","Sep ’15",1,2015-09-01
"Team Work Fencing Contractors","shopping","https://angel.co/team-work-fencing-contractors","Perth","Aug ’15",1,2015-08-01
"Standout App","Save time at work","https://angel.co/standout-app","Perth","Aug ’15",2,2015-08-01
"PozWorx","Browser Based Simple – Functional – Affordable POS Software","https://angel.co/pozworx","Perth","Aug ’15",2,2015-08-01
"CBD Movers Perth","The Art of Moving","https://angel.co/cbd-movers-perth-3","Perth","Aug ’15",1,2015-08-01
"Ironbuttz","flickr for video","https://angel.co/ironbuttz","Perth","Aug ’15",1,2015-08-01
"Super Clean Bins","Cleaning Services Perth","https://angel.co/super-clean-bins-2","Perth","Aug ’15",1,2015-08-01
"E Settlement Agents Perth","E Settlement Agents Perth","https://angel.co/e-settlement-agents-perth","Perth","Jul ’15",1,2015-07-01
"Aarchi Infotech Solution","Aarchi Infotech offers Website Design and Development, SEO  Services in Perth , Australia.","https://angel.co/ais-perth-aarchi-infotech-solution","Perth","Jul ’15",1,2015-07-01
"P & L Transport","Home and Office Removalists in Perth.","https://angel.co/p-l-transport-1","Perth","Jun ’15",1,2015-06-01
"ClickSend","Business communication. Solved.","https://angel.co/clicksend","Perth","Jun ’15",1,2015-06-01
"Endeavor Gold","Small Scale Gold Mining","https://angel.co/endeavor-gold","Perth","Jun ’15",1,2015-06-01
"University Hall Residents' Club","","https://angel.co/university-hall-residents-club","Perth","Apr ’15",2,2015-04-01
"Resdential Cleaning Perth","Cleaning service Perth","https://angel.co/james-cleaning-service","Perth","Feb ’15",2,2015-02-01
"Stay Square","Short Stay Accommodation","https://angel.co/stay-square","Perth","Feb ’15",1,2015-02-01
"Perth Website Design","Clever online solutions","https://angel.co/perth-website-design","Perth","Dec ’14",2,2014-12-01
"Who Said?","Guess-Who Messaging App","https://angel.co/who-said","Perth","Nov ’14",3,2014-11-01
"ROCKLAND PROPERTIES","Business Partner Western Australia","https://angel.co/rockland-properties","Perth","Sep ’14",2,2014-09-01
"Firewater Grille","Firewater Grille - Perth CBD Restaurant for Lunch, Dining & High Tea","https://angel.co/firewater-grille","Perth","Sep ’14",3,2014-09-01
"Cycliq","HD Cameras & lighting for cyclists","https://angel.co/fly-lites","Perth","Jun ’15",2,2015-06-01
"NPV Consulting","Cloud based Financial Model for the Mining/Resource Development Industry","https://angel.co/npv-consulting","Perth","Jun ’14",5,2014-06-01
"My Makeup Collection","Keeping track of your makeup","https://angel.co/my-makeup-collection","Perth","Jun ’14",3,2014-06-01
"Cosmic Games","Gaming on a Cosmic level","https://angel.co/cosmic-games","Perth","Jun ’14",3,2014-06-01
"Espressoland","Quality coffee in capsules - Smarter shopping.","https://angel.co/espressoland","Perth","Jun ’14",3,2014-06-01
"EDB to PST Conversion","Recover EDB File and Convert EDB to PST Outlook","https://angel.co/edb-to-pst-conversion","Perth","Apr ’14",2,2014-04-01
"Stockbo","Awesome images for business","https://angel.co/stockbo","Perth","May ’14",4,2014-05-01
"JR cleaning and IT services","used laptop and computer wholesales","https://angel.co/jr-cleaning-and-it-services","Perth","Mar ’14",5,2014-03-01
"BBCOnline pty","highly addictive fun game","https://angel.co/bbconline-pty","Perth","Nov ’13",2,2013-11-01
"The Paleo Market","Better Organic Paleo online shopping","https://angel.co/the-paleo-market","Perth","Sep ’13",6,2013-09-01
"Pigeonhole","Youth fashion lifestyle retail","https://angel.co/pigeonhole","Perth","May ’13",6,2013-05-01
"MickeyBlu Australia","An amazing new range of fashion forward womens active wear","https://angel.co/mickeyblu-australia","Perth","Mar ’12",5,2012-03-01
"Lifestyle Business","Booming career opportunity!","https://angel.co/lifestyle-business","Perth","Jul ’16",1,2016-07-01
"GRIFFIN Accelerator","Mentor-driven accelerator that gets results","https://angel.co/griffin-accelerator","Canberra","Mar ’14",74,2014-03-01
"ONTHEGO Sports","Design your own sportswear online","https://angel.co/onthego-sports-1","Canberra","Aug ’15",8,2015-08-01
"Karma","Celebrating People","https://angel.co/karma-10","Canberra","Nov ’14",13,2014-11-01
"Snapknock","Next Generation Craigslist/Gumtree","https://angel.co/snapknock","Canberra","Aug ’14",7,2014-08-01
"Casterly","Flipboard for Podcasts","https://angel.co/casterly","Canberra","Nov ’13",10,2013-11-01
"OzUniMates","Prospective Asian students' schoolmates","https://angel.co/ozunimates","Canberra","Apr ’16",5,2016-04-01
"SecureCottage","Karaoke Text To Speech on any webpage in 20 languages","https://angel.co/securecottage","Canberra","Apr ’13",5,2013-04-01
"HACT","Technology Events & Education","https://angel.co/hact","Canberra","Apr ’15",9,2015-04-01
"Made for Me","B2B 3D Print Services Marketplace","https://angel.co/made-for-me","Canberra","May ’14",23,2014-05-01
"Sproutback","Crowdfunding for journalism","https://angel.co/sproutback","Canberra","Mar ’15",2,2015-03-01
"The Dot Point","News by young people for young people","https://angel.co/the-dot-point","Canberra","Mar ’15",2,2015-03-01
"FrogSense","Xero for online training platforms","https://angel.co/frogsense","Canberra","May ’14",9,2014-05-01
"Social Media Planner","Social media strategy design tools","https://angel.co/social-media-planner","Canberra","Mar ’14",3,2014-03-01
"LunarCY","Discounted merchandise monitoring and notification","https://angel.co/lunarcy","Canberra","Apr ’16",4,2016-04-01
"Certified Renewable","Certifying 100% renewable-powered businesses","https://angel.co/certified-renewable-1","Canberra","Apr ’16",6,2016-04-01
"Symberra","BigData Driven Strategy Planning Toolbox","https://angel.co/symberra","Canberra","May ’14",10,2014-05-01
"eSafe Consulting","E-Wallet","https://angel.co/esafe-consulting","Canberra","Apr ’15",3,2015-04-01
"Arithmetika Pty","Real high-school maths practice and perfection on-line","https://angel.co/arithmetika-pty","Canberra","Apr ’14",5,2014-04-01
"Project X","Measure Fitness to Manage Fitness","https://angel.co/project-x","Canberra","Apr ’15",3,2015-04-01
"Hotel Suitcase","Travellers trade social reviews for hotel extras.","https://angel.co/hotel-suitcase","Canberra","Apr ’16",4,2016-04-01
"Goldilocks Zone","Augmented reality marketing/engagement platform","https://angel.co/goldilocks-zone-1","Canberra","May ’14",8,2014-05-01
"Grad Consultant","Empowering students and job-seekers to secure their dream job","https://angel.co/grad-consultant","Sydney","Apr ’16",2,2016-04-01
"Movement 13","An intelligent way to test","https://angel.co/movement-13","Canberra","Sep ’15",4,2015-09-01
"Enabled Employment","Enabled Employment: Telework for People with Disability","https://angel.co/enabled-employment","Canberra","Oct ’14",12,2014-10-01
"The Merrymaker Sisters","Creating a healthier, happier, more magic filled world!","https://angel.co/the-merrymaker-sisters","Canberra","Feb ’15",4,2015-02-01
"Likeajob","Tinder for Jobs","https://angel.co/likeajob","Canberra","Oct ’15",2,2015-10-01
"CycleLifeHQ","AirBnB for Cycling Experiences","https://angel.co/cyclelifehq","Canberra","Apr ’16",2,2016-04-01
"Jaja","Keeping you connected","https://angel.co/jaja","Canberra","Jul ’16",3,2016-07-01
"CoolSense","Sensor Monitoring System","https://angel.co/coolsense","Canberra","Apr ’15",3,2015-04-01
"LimelightHR","Organisational Development System","https://angel.co/limelighthr","Canberra","Apr ’15",2,2015-04-01
"ComEducate","Exchanging skills and knowledge","https://angel.co/comeducate","Canberra","Apr ’15",2,2015-04-01
"CoachLive","The Next Generation of Rowing Coaching","https://angel.co/coachlive","Canberra","Apr ’15",4,2015-04-01
"Urban Media Channel","vertical real estate online developer","https://angel.co/urban-media-channel","Canberra","Apr ’15",3,2015-04-01
"Coaster Group","Making products great","https://angel.co/coaster-group-pty","Canberra","Apr ’13",4,2013-04-01
"OzGuild","Your Collection. Digitised. Organised.","https://angel.co/ozguild","Canberra","Mar ’15",6,2015-03-01
"WOYWOY GLOBAL","Crystalline Earth - Groundwater Exploration & Management Solutions","https://angel.co/woywoy-global","Canberra","Apr ’15",6,2015-04-01
"Collectiviti","Reddit for serious interests","https://angel.co/collectiviti","Canberra","May ’14",8,2014-05-01
"ChangeBud","Building Resilience, Achieving Goals, Changing Lives","https://angel.co/changebud-2","Canberra","May ’14",6,2014-05-01
"Millturn IT","Crop Rotation Decision Support Software","https://angel.co/millturn-it","Canberra","Apr ’16",2,2016-04-01
"Squrpl","Role Application Gamification","https://angel.co/squrpl","Canberra","Jun ’14",10,2014-06-01
"Anti Grabbity","Balcony Safety Device","https://angel.co/climb-stopper","Canberra","Apr ’16",3,2016-04-01
"Research Matchmaker","Centralised Research Matchmaking","https://angel.co/research-matchmaker","Canberra","Apr ’15",2,2015-04-01
"Pozi","Sonic Posture Awareness","https://angel.co/pozi","Canberra","May ’15",4,2015-05-01
"Editia","Digital first book publishing, fast (Kindle Singles)","https://angel.co/editia-1","Canberra","May ’15",8,2015-05-01
"UniHQ","University Student Academic App","https://angel.co/unihq","Canberra","Apr ’15",4,2015-04-01
"StakOne","Employee task management","https://angel.co/stakone","Canberra","Apr ’16",8,2016-04-01
"413","Tangible reward for your virtual presence","https://angel.co/413","Canberra","Jan ’13",5,2013-01-01
"Quizling","","https://angel.co/quizling1","Canberra","May ’14",8,2014-05-01
"Ohm Innovations","VR and Robotics Booths","https://angel.co/ohm-innovations","Canberra","Apr ’16",1,2016-04-01
"White Label Personal Clouds","","https://angel.co/white-label-personal-clouds","Canberra","Dec ’14",1,2014-12-01
"OATSEA Foundation","Community powered Free Education","https://angel.co/oatsea-foundation","Canberra","Apr ’15",7,2015-04-01
"Fraud Busters","Critical Value Based Transaction Fraud Buster on Internet","https://angel.co/cnp-fraud-buster","Canberra","Apr ’16",1,2016-04-01
"Bindle","A location based Instagram","https://angel.co/bindle-2","Sydney","Aug ’15",4,2015-08-01
"Health-Innovate","The marketplace for health innovation.","https://angel.co/health-innovate","Canberra","Jun ’15",6,2015-06-01
"Riinger Technologies","UBER Linkedin for Sport","https://angel.co/riinger-technologies","Canberra","Apr ’16",3,2016-04-01
"Wellness at Work Australia","Proactive & preventive employee assistance","https://angel.co/wellness-at-work-australia","Canberra","Apr ’16",1,2016-04-01
"Raptorssc.com","Strategic Governance and Assurance Technology","https://angel.co/raptorssc-com","Canberra","Mar ’16",2,2016-03-01
